position,bestmove
8/p7/r4n2/2p1bk2/3p1p1B/1P6/P5RP/4R1K1 b - - 5 41,"['f6g4',]"
8/8/4Nb2/1p5p/2k2PPP/5K2/8/8 b - - 0 52,"['h5g4',]"
5rk1/p3q1pp/5p2/Qp3b2/3p4/4P1P1/PP1K2BP/3R3R b - - 0 25,"['e7e3',]"
r3r1k1/5R1p/2pq2p1/p3n3/1p6/2n4Q/P1B3PP/4R2K w - - 0 25,"['h3h7',]"
r4rk1/1p1q1p1p/3p4/3Nbp2/3Q4/5P2/PP4PP/2KR3R w - - 0 21,"['d4e5',]"
6rk/2p2r2/p2p1pR1/1p2pP2/1P4P1/2PP3P/P1B4K/8 w - - 1 33,"['g6g8',]"
5rk1/2p5/4p1q1/3p2pn/RP1P4/2P3N1/4QrP1/4R1K1 w - - 0 33,"['e2h5',]"
r7/4k3/4p3/pp2K3/1P3P2/P2R4/8/8 w - - 0 40,"['d3h3',]"
r5k1/3R1p2/pq1bp2p/2p3p1/P3P3/1P1Q1P2/2P1N1P1/6K1 b - - 5 26,"['c5c4',]"
3Q1B1k/1p3r1p/p5p1/2P2q2/1P2R3/P7/5PPP/R5K1 b - - 0 24,"['f5f2',]"
r4rk1/pp1n1p1p/2n3p1/1Np5/2P2PP1/5N2/P3Q2P/1qB2RK1 w - - 1 18,"['c1a3',]"
8/pp4pk/8/3pQ1q1/3Pb1P1/5r2/PP3P1P/2R1R1K1 b - - 5 24,"['g5g4',]"
r2q1rk1/ppp1ppbp/2bp2p1/2n5/2B1n1P1/1PQ2P1P/PBPPN3/RN2K2R w KQ - 0 12,"['c3g7',]"
5rr1/1R6/p6p/8/3N4/8/k3N2P/7K b - - 0 42,"['f8f1',]"
3q1rk1/2bbnpp1/4p2p/3pP3/n1pP3N/2P3B1/2Q1NPPP/1B2K2R w K - 6 20,"['c2h7',]"
8/pp4Q1/2p1qn2/k2b4/P6P/8/6P1/1R5K w - - 5 35,"['g7c7',]"
4r1k1/6pp/p1NR4/1r6/4b3/7P/P5P1/4R1K1 b - - 1 31,"['e4c6',]"
2r3k1/ppr2p1p/2q2p2/b4Q2/8/PR2P2P/2R2PP1/1N4K1 b - - 0 30,"['c6c2',]"
8/8/p7/1p4k1/2pP1r1p/4KP2/PP5R/8 w - - 1 59,"['h2g2',]"
1r2k2r/4bNp1/pq1pQ1Pp/5p1P/n2P4/B1pB1b2/P1P2P2/K2R2R1 b k - 4 26,"['b6b2',]"
6k1/5p1p/3rp1pP/1pR5/5P2/P2P4/KP1n4/3q4 w - - 0 35,"['c5c8',]"
r2qkb1r/2p2p2/1pnpbNpp/p3p3/4P2P/3PPN2/PPP1B1P1/R2QK2R b KQkq - 1 13,"['d8f6',]"
4rk2/p6p/1p6/n4r2/8/1BP1B3/PP3PP1/4RK2 w - - 10 32,"['e3h6',]"
6k1/5p2/5Bp1/7p/pR5P/1p6/r3r1PK/8 w - - 2 32,"['b4b8',]"
r1bq1b1r/pp3kpp/2p1pn2/4n3/2BP1Q2/2N5/PPP2P1P/2KR2R1 w - - 0 16,"['d4e5',]"
rr4k1/6pp/2p1p3/2P1Pp2/q2Pp3/2BbP3/PR4PP/3Q2K1 w - - 0 26,"['b2b8',]"
4r1k1/1p3pp1/p6p/8/Q1p1nq2/2P2N1P/PP3PP1/3rR1K1 w - - 0 30,"['a4e8',]"
8/8/p1qkpQ2/6P1/PP3n2/8/5P2/4R1K1 b - - 2 50,"['c6g2',]"
2kr3r/pppbq3/2np4/2bB1P1p/PP4pP/2PP4/6PK/RNBQ1R2 b - - 0 16,"['e7h4',]"
5k2/1Q6/p1p2p1p/P1P1p3/1P1bP1q1/3P4/2R5/5R1K b - - 1 38,"['g4h3',]"
4r1k1/pp2r3/5p2/5p2/1bP2N2/6B1/P4PPP/3R1K1R b - - 0 25,"['e7e1',]"
8/1p4R1/1p2rB1p/2b4k/P5p1/4Pp1P/5P2/6K1 w - - 0 37,"['h3g4',]"
4r1k1/1R2p2p/3p2pn/p1pPPp2/2q2P2/6PP/1Q4B1/6K1 w - - 2 29,"['e5d6',]"
rn1q1rk1/2b3pp/2p1p3/p1Pp2N1/Q2Pp3/P3P2P/1R1B1PP1/1R4K1 b - - 1 20,"['d8g5',]"
8/R5pk/5p1p/P2b3N/8/7P/r5PK/8 w - - 2 43,"['h5f6',]"
8/6K1/5p1p/6nP/2k1Pp2/5P2/6P1/8 w - - 1 51,"['g7h6',]"
3q1r1k/4b3/p2p1pPp/2rBpP2/2p4R/7P/PP3P2/5RK1 w - - 0 27,"['h4h6',]"
7k/4q1p1/7p/8/3P4/p1P4P/Q5P1/6K1 b - - 2 34,"['e7e3',]"
5rk1/pbp1R3/1p5Q/5qp1/2P5/2P3P1/P4PP1/4R1K1 b - - 0 30,"['f5f2',]"
8/6k1/1P1Q1pp1/8/3K1P2/6r1/4R3/5r2 b - - 6 63,"['f1d1',]"
8/1p1k1n1p/p7/4PPP1/P4K2/2P5/8/8 w - - 1 44,"['e5e6',]"
r7/ppp2Q2/8/4k3/3nb3/5P2/PPq3PP/K2RR3 b - - 0 24,"['c2b1',]"
5k2/p2b1p2/5p1p/1p1N4/3bB3/1P3KP1/P4P1P/8 b - - 5 34,"['f6f5',]"
2N3k1/3p3p/p1p1p1pP/4P1q1/8/b1PQ4/P5P1/1K3B1R b - - 0 30,"['g5c1',]"
8/8/p7/p1K4k/P5p1/1P6/7P/8 b - - 1 44,"['h5h4',]"
rr6/p1p1kppp/2P1p1q1/2P5/3P3b/3QP2P/P4NP1/R4RK1 b - - 10 24,"['h4f2',]"
4r1k1/R1p3pp/2p5/3q4/4Np2/P3pP2/1PP2r2/2K3Q1 w - - 4 33,"['e4f6',]"
6k1/p1p3pp/1n3p2/8/2qp3P/1Qb3P1/P4P1N/6KB w - - 0 33,"['b3c4',]"
4r3/4q2Q/2p1rkp1/p2p1p2/8/1P3RP1/P1P4P/5RK1 w - - 2 37,"['f3f5',]"
4rbk1/p4p1p/5Pp1/3p4/2pP1QP1/q1B4P/Pr6/1K3R1R w - - 0 30,"['c3b2',]"
r4r2/3p2kp/1q2p1p1/4Pp2/Rp1Q1P2/1B1P3P/1PP1N1K1/8 b - - 0 33,"['b6c6',]"
5rk1/3q3p/r2p2pQ/p1pPp1Pn/Np2P3/1P3P2/P1P5/2KR3R w - - 1 22,"['h1h5',]"
6k1/R4pp1/3pq2p/6r1/1P6/P3P2Q/3R1PP1/6K1 b - - 0 32,"['e6h3',]"
r2qr1k1/ppp2pp1/7p/4N3/2Bn4/3P3b/PPP2P2/R2QRNK1 b - - 0 15,"['d8g5',]"
6k1/6p1/7p/1P1pR3/3N4/P2q3P/1B4P1/7K b - - 0 40,"['d3f1',]"
1k1r4/ppp2p2/3q1np1/4b3/4P3/2N1QP1P/PP1BK1P1/3R4 b - - 3 19,"['d6a6',]"
8/3q2bk/7p/Q7/8/1P1P4/P5PP/6K1 b - - 0 36,"['d7d4',]"
6r1/4kp1p/p1qp1p2/4p3/2PbP3/3P1QP1/P2r3P/5R1K w - - 0 24,"['f3f6',]"
r1bqkbnr/ppp3pp/8/3pPP2/8/8/PPPP2PP/RNBQKB1R b KQkq - 0 6,"['d8h4',]"
8/8/8/PR5p/6p1/5p1k/2r2P2/6K1 w - - 4 50,"['b5h5',]"
r2q2k1/1bp2pBp/p5r1/6R1/4Pn2/1P1P1N1P/1Q3PP1/3R2K1 b - - 4 24,"['g6g5',]"
8/7k/6p1/P4p1p/1Q5P/1P3qPK/5P2/8 b - - 0 38,"['f3h1',]"
r3r1k1/p4pp1/2b4p/2p5/2Pq4/P2P2P1/1Q3PP1/1R2RBK1 b - - 3 22,"['e8e1',]"
5rk1/2Q5/1p4Bp/p1pP4/P4r2/7n/1P3P1P/7K b - - 0 38,"['h3f2',]"
8/1p2k3/p1p1pr2/P1Pp2b1/1P1P3p/7P/1RKBR1P1/3r4 b - - 11 48,"['d1d2',]"
r4rk1/p4pp1/1p1p1q1p/2p5/2P1PBnP/1PNP1PPb/1P6/R2QR1K1 b - - 0 19,"['f6d4',]"
q6r/pkp5/1pNp4/1P5p/2rpP1p1/Q7/P4PPP/5RK1 w - - 2 32,"['a3a6',]"
2kr3r/pp1n1qp1/2p1p1p1/8/3PN3/3Q3P/PPP2P1n/R4RK1 w - - 0 18,"['e4d6',]"
6k1/1p3r2/p1p2P1p/3pr1qP/1P3RP1/P3p2Q/8/5R1K w - - 1 38,"['f4f5',]"
5r1k/6p1/3Q4/3p1r1p/3B3q/P7/1P3PP1/3R2K1 w - - 0 31,"['d6h6',]"
3R4/ppr2pkp/3Np1pb/4p3/4P3/1P6/P4PP1/6K1 w - - 3 27,"['d6e8',]"
2r2rk1/p2N1p1p/6pQ/5n2/8/4RP2/q4PKP/8 w - - 2 32,"['d7f6',]"
r3q1k1/pppNrppp/3b1n2/3p2B1/3P1P2/2PQ3P/PP1N2P1/R3R1K1 b - - 0 16,"['e7e1',]"
8/1R6/P5pk/2KB4/8/8/7p/3r4 b - - 3 55,"['d1d5',]"
6k1/5pp1/4p2p/p2p4/3q4/1P1n3P/4BPP1/2Q3K1 w - - 1 30,"['c1c8',]"
rnb1k2r/pp3ppp/4p3/3p4/4nB1P/PN3Nb1/1PP1PPP1/R2QKB1R b KQkq - 0 11,"['g3f2',]"
5rk1/2p4p/1p1pN1p1/3Pp3/2P1R3/3Q4/r4qPP/6RK b - - 3 27,"['f2g1',]"
3brrk1/1p3p2/2p2Bq1/2P1Pn1p/1P3P2/3QPRPP/4N1K1/R7 b - - 4 28,"['f5h4',]"
5rk1/1ppb2p1/p2p3p/3Pp2q/2PbB2P/2N3P1/PPQ4K/5R2 w - - 0 24,"['e4h7',]"
r1bq1k1r/ppppn1pp/2n5/6N1/4P3/B1p5/P4PPP/R2Q1RK1 w - - 2 12,"['d1f3',]"
6k1/2r2n1p/p5p1/1pNP1pP1/8/1P6/1P4P1/4R1K1 w - - 0 32,"['e1e8',]"
rn4k1/pp4pp/3p4/2pP1b2/7q/5P2/PPr1QN1P/K2R1B1R w - - 4 19,"['e2e8',]"
2b1rk2/p2r1p1p/2qp2pN/2p1b3/2P1PQ2/1P1B4/P5PP/3R1RK1 w - - 6 24,"['f4f7',]"
1n1qr1k1/1r1b1p1p/3p2pB/1p1P2b1/2p2Q2/3B3P/1PP2PP1/R4RK1 w - - 0 20,"['h6g5',]"
r3r1k1/1ppb1ppp/1p3q2/4R3/4Q3/P2B1P2/1PP3PP/R5K1 w - - 3 21,"['e4h7',]"
kb5Q/pp6/4q3/PPrN1p2/4p3/6Pp/5P1P/3R2K1 w - - 4 35,"['d5b6',]"
r7/p1p2kpp/2nbb1q1/7Q/1r6/6N1/PPP2PPP/R1B2RK1 w - - 11 18,"['h5f3',]"
R3n1k1/5ppp/pQ6/8/8/1P3q2/P4PPP/3R2K1 b - - 0 24,"['f3d1',]"
8/1p2k3/3qbbQ1/pBpp4/P2pp3/2PP3r/1P6/R3R1K1 w - - 0 31,"['g6e8',]"
5rk1/1R2n1b1/p1p5/7p/2PP2pN/3QP3/6PP/q4NK1 b - - 4 28,"['a1e1',]"
2r2rk1/1pqnppbp/p2p2p1/8/2PQ4/1P3BP1/PB2PP1P/2R2RK1 w - - 3 17,"['d4g7',]"
8/8/5Pk1/6P1/1r6/1p4K1/5R2/8 b - - 8 73,"['b3b2',]"
8/5k2/Q1b1p1r1/2B2r2/1P3n2/6P1/P4P1P/4RRK1 b - - 2 32,"['f4h3',]"
r2q2k1/pp1b2p1/2n3rp/2bp1p2/5P2/2P2N2/PP4PP/RNBQR2K w - - 4 16,"['d1d5',]"
r1bQ4/p4rkn/1p6/4pp2/P6B/1q5P/5PP1/R3R1K1 w - - 0 28,"['e1e3',]"
r1r5/5pk1/4p3/4PpP1/1PpP1K2/P4N1q/5P2/R1R1Q3 b - - 0 38,"['h3g4',]"
3r1k2/5p2/p7/2p1R1b1/2N3Pp/3r4/PP4K1/3R4 w - - 0 32,"['d1d3',]"
8/3P2pk/1Q2b1q1/7p/P3p1rP/6PR/1PR3K1/8 b - - 0 41,"['e4e3',]"
1r4k1/2p2ppp/8/p3rb2/P1K5/1B3P2/1R1N2P1/3R4 b - - 0 28,"['b8b4',]"
N5nr/pp2kpQp/3pB3/2b1p3/3nP3/8/PPPP1qPP/R1BK2NR b - - 0 10,"['f2f1',]"
2k3r1/p1p5/1p6/8/3PqP2/2P3P1/P4Q1K/4R3 b - - 0 35,"['g8h8',]"
5k2/6p1/3q3p/p1p5/1p3Q1P/1P2KP2/P5P1/8 b - - 14 41,"['d6f4',]"
8/1p4b1/p5P1/2P4K/PP6/2k5/8/8 w - - 0 46,"['b4b5',]"
1k1r3r/1p2bp2/pQ1p1p2/3P4/4P2P/5qP1/PP4R1/2R4K w - - 9 29,"['c1c7',]"
6k1/5pb1/6bp/2qP1p2/P1N1rP2/5QPP/2R3BK/8 b - - 0 37,"['e4c4',]"
3r3k/4b1p1/2Rp3p/1Q1Rp3/1B6/P4qPP/1P6/6K1 b - - 3 38,"['f3g3',]"
8/4k3/1p4pp/p1pp4/3P1PP1/2PK4/P6P/8 w - - 0 32,"['c3c4',]"
7r/p6p/5p2/2N5/3k4/1P6/P3p1PK/2R5 b - - 5 28,"['h8e8',]"
2rq1rk1/1p2ppbp/p2p1np1/8/P2BPPb1/2N5/1PPQB1PP/R4RK1 w - - 1 14,"['d4f6',]"
r2r1bk1/5ppp/1n3q2/1Q6/1P1B4/PB3P2/K6P/3R3R b - - 0 33,"['d8d4',]"
8/6k1/6p1/6K1/5P1P/4R3/8/r7 b - - 22 53,"['a1g1',]"
3rr1k1/1p3ppp/p2QN3/2p3q1/2P1P3/1P3P2/P5PP/R4RK1 b - - 0 25,"['g5e3',]"
r7/pppbr1k1/1q2pnpp/4Np2/5P1Q/3B4/P1P1R1PP/4R2K w - - 4 21,"['h4g3',]"
4r1k1/ppp2ppp/1bp5/1q6/PN2r3/2P2Q2/1P1P1PPP/R1B2RK1 b - - 0 16,"['b5f1',]"
3Q4/3rrpkp/q2P2p1/p1p5/Pp6/5B2/6PP/6RK w - - 1 37,"['d6e7',]"
3r4/p7/2P2k1p/5p2/2N4P/5K2/P7/8 w - - 0 45,"['c6c7',]"
2rq2k1/1R3pp1/p6p/8/1P2bQ1P/8/6P1/7K w - - 0 39,"['f4f7',]"
r2q1rk1/ppp1npb1/2npb3/3Np1BQ/2B1P3/3P4/PPP2PPP/R3K2R w KQ - 2 12,"['d5f6',]"
r2qr2k/4bp1n/p2p3P/1p2pp2/4P2P/2P1N1Q1/PP3P2/R3K2R w KQ - 2 25,"['g3g7',]"
r5k1/2q1rp1p/p2N1p2/1pp2n2/3p1P2/P2P1bPP/1PPB2K1/R2Q1R2 w - - 0 21,"['d1f3',]"
8/1p6/1Pb2k2/5P2/3KP1Pp/7P/8/8 w - - 1 49,"['e4e5',]"
r1bqk2r/pppp1pp1/2n4p/3QP3/2B1P3/6b1/PPP2PPP/RN2K2R w KQkq - 0 10,"['d5f7',]"
5Q2/p3R1r1/6pk/5p1p/2P4P/1P6/3q2P1/7K b - - 7 41,"['d2d1',]"
r3qrk1/p2RQp2/1p2n2p/2p3p1/2P5/P5B1/2P2PPP/4R1K1 w - - 2 26,"['e1e6',]"
1q2k2r/5p2/1Np1p3/2Pp4/3P2pp/2Q1P3/P3NK2/1R6 b k - 1 27,"['b8h2',]"
r2r2k1/5ppp/2p5/p1B2q1n/P1BR4/2Q2P1P/1P3PK1/5R2 b - - 0 22,"['d8d4',]"
8/3k4/p1p2rp1/2Pp1PPp/PP2pK1P/4P3/8/6R1 b - - 0 38,"['f6f5',]"
4r1k1/2q2ppp/p2p1P2/2pPn1P1/P1Pp1R1Q/1r5P/1P4BK/1R6 w - - 1 29,"['g2e4',]"
1r3r2/3q3p/7k/p3QPp1/2P3B1/2pP3P/P5P1/5R1K b - - 2 33,"['c3c2',]"
r4rk1/pbp2pBp/1p2p1p1/6q1/3P4/2PBP3/PP4PP/RN1QR1K1 b - - 0 15,"['g5g2',]"
8/1pR2pk1/5qpp/8/3r3P/1P4P1/P4PQ1/6K1 b - - 0 33,"['d4d1',]"
8/p3k3/1q2rpp1/8/1p2R3/8/PPP1Q2P/1K6 b - - 1 30,"['b6g1',]"
8/8/4k1p1/7p/3KPp2/8/6PP/8 w - - 0 37,"['e4e5',]"
4r2k/6b1/Q7/P2Rn3/2p1B2p/4q2P/1r4P1/5R1K w - - 2 33,"['d5e5',]"
r1bq1rk1/pp3pp1/1bp2n1p/3pp3/B3P2B/2PP1Q2/PP1N1PPP/R4RK1 b - - 1 12,"['g7g5',]"
2Q5/8/6pk/7p/3pq2P/8/8/5K2 w - - 0 51,"['c8h8',]"
3q2k1/p3p2p/1pP1Pp2/6p1/4Q3/8/P4PPP/6K1 b - - 0 24,"['d8d1',]"
6k1/2p3p1/p4n1p/1p2rq2/2PP4/1Pn5/P2N1PPP/R3QK2 w - - 0 23,"['d4e5',]"
2r1r1k1/p4ppp/1pb5/3pP3/5P2/2BQP1qP/PP4P1/2R1R1K1 b - - 2 22,"['d5d4',]"
r3k2r/ppp2ppp/2n5/8/2P2pq1/2NPn3/PP2B2N/R1Q1R2K b kq - 1 16,"['g4g2',]"
1r4k1/p4q1p/3Pp1pQ/2p1n3/4B2R/2P5/P1P3R1/2K5 b - - 4 24,"['f7f1',]"
5k2/p3bp2/3qp1r1/7Q/3P3P/1PP3R1/P5PK/8 w - - 15 55,"['h5h8',]"
r2qkb1r/1p3pp1/p1n3np/2p5/P4B2/1BPP1Q1P/2P2PP1/R3K2R w KQkq - 1 14,"['b3f7',]"
r2qn1rk/p2n4/1p1p4/2pPbb2/2P1NpR1/2N5/PPQ2B1P/1BK3R1 b - - 0 24,"['g8g4',]"
2kr3r/pppn1ppp/8/2q2Q2/8/2N5/PP2BPPP/1R3RK1 b - - 1 19,"['c5f5',]"
r5k1/pbp3pp/1p1ppr2/5p1q/2PPn3/P1PBP2P/1BQ2RPN/6RK b - - 0 18,"['e4g3',]"
2r4k/7p/3pq3/4p3/2P2n2/4Q3/PK5P/R2R4 b - - 0 33,"['c8b8',]"
r5k1/5p2/4p1p1/3pP1P1/6r1/pP6/K1P2R2/7R w - - 0 38,"['f2h2',]"
4k3/8/6p1/1bBPp3/1P2PbKp/2p4P/2B3P1/8 b - - 3 59,"['b5e2',]"
r1b2rk1/p1p2ppp/2p4q/7Q/1p6/8/PPP3PP/4RR1K w - - 4 17,"['h5f7',]"
2kr4/2p2Qqp/p1pb3p/8/4P3/6P1/PPP4P/3R1RK1 b - - 0 19,"['g7f7',]"
8/8/4P1k1/8/p6R/2P4p/PP2r3/2K5 b - - 3 37,"['h3h2',]"
6k1/r2b1pp1/1p6/p1b1r1qp/P1B1p3/1P2P1NP/4QPP1/3R1RK1 b - - 1 22,"['h5h4',]"
8/4k3/5p2/2RPr3/P2Kb3/4P3/8/8 w - - 1 41,"['d5d6',]"
1r1k4/8/3p3p/p1b1RB2/2P5/3R4/Pr4PP/K7 b - - 2 37,"['b2b1',]"
r4r2/p1p2kbQ/1p1p1qR1/3Pp3/2P1P3/2N5/PP3P2/2K4R b - - 0 22,"['f6g6',]"
2kr4/ppb2pp1/2p5/4Pbp1/NPP5/P1Rr2B1/5PPP/2R3K1 b - - 4 25,"['d3d1',]"
r2q1rk1/2pb1ppp/3p1n2/p2P2B1/Pb2Pn2/2N1QN1P/1P2BPP1/R3K2R b KQ - 6 17,"['f4g2',]"
8/p4b2/1p5p/2p1k1p1/P1P2pP1/1P1K1P1P/2B5/8 b - - 3 32,"['f7g6',]"
r4Q2/q3b3/p2kP2N/1p1P4/2p2p2/6R1/6P1/7K w - - 1 45,"['f8f4',]"
2r5/1b1k4/p3p2p/1p6/2PpNP2/1P2P3/P3q1PP/2QR2K1 b - - 0 29,"['b7e4',]"
4r1k1/ppp3pp/1n1pN3/3Pq1N1/2P5/3B4/PP4PP/3R2K1 w - - 5 19,"['d3h7',]"
rnbqkbn1/7r/1P6/3P4/P5P1/8/7P/RNBQKBNR b KQq - 0 21,"['f8b4',]"
rnbqk2r/1pppPp2/7b/p6p/2B2Qp1/8/PPPP1PPP/RNB1K1NR b KQkq - 0 7,"['d8e7',]"
8/pp2r3/4k2p/4b2Q/8/8/1q3PPP/3R2K1 w - - 4 29,"['h5g6',]"
2r3k1/6p1/R4p1p/1p3P2/3N1bP1/P2P3P/1P6/6K1 b - - 0 30,"['f4e3',]"
7r/p1p3k1/Pp2Pppr/4R1q1/R7/2PB3P/2Q2PP1/7K b - - 0 31,"['h6h3',]"
r6q/pp1bbk2/1np1n1N1/3pPp2/3P4/1P1Q2PB/P3RP2/R1B3K1 b - - 0 29,"['h8h3',]"
6k1/4Q1pp/pp2p3/3b2P1/P1r2P2/2P1p2P/1K6/8 b - - 1 30,"['c4f4',]"
r4Bk1/pp3p2/7p/3N2p1/2BpPbbq/2P5/PPQ3P1/R3R1K1 b - - 2 27,"['h4h2',]"
r4rk1/1bqn1ppp/p3pP2/b3P3/3p2P1/P1N5/1PPQ3P/2KR1B1R w - - 0 18,"['d2g5',]"
r5k1/pp4pp/8/4B3/1bP2r2/1P1b2R1/P2P4/Q3K3 b - - 0 24,"['f4f1',]"
8/5pkp/1R6/1p1r3p/2b5/4B3/5PPK/8 w - - 4 31,"['e3h6',]"
2kr2nr/ppp1qppp/8/4n3/Q1PpBB2/P4P2/1P3PPP/R3K2R b KQ - 1 12,"['e5d3',]"
8/r4p2/5pk1/p2N4/4P1PP/8/4b3/R5K1 w - - 1 36,"['d5f4',]"
r2qrk2/3n2p1/p2p1bP1/nppQ4/8/7P/PPP2P2/RNB1R1K1 w - - 1 19,"['d5f7',]"
2kr3r/1pp3p1/p3p3/3pPp2/4b3/PP2b1PP/1BP1Q2K/R4R2 b - - 1 22,"['h8h3',]"
r4r2/p3pp1k/3p3q/1p6/3PnNQ1/2P2N2/PP4P1/2K3R1 w - - 6 26,"['g4f5',]"
r3k2r/1p3ppp/p1p5/4Nb2/1b2n3/2N5/PPPB1PPP/R3K2R w KQkq - 2 12,"['c3e4',]"
8/ppp5/3p4/3K1k2/P1P5/1P3P2/8/8 w - - 5 53,"['a4a5',]"
1r2q2k/7p/3p1p1P/p5p1/1r3p2/2Q5/P1P2P2/2KR4 w - - 0 33,"['c3f6',]"
3r1b2/pp2k3/7p/4NRp1/5p2/7P/PPP2PP1/2K5 b - - 11 33,"['e7e6',]"
2kr3r/p1p3pp/1pn3q1/1QN1nb2/8/2P4P/P1P3P1/R4R1K w - - 0 21,"['b5a6',]"
1q6/7k/3R4/6p1/4p1N1/2B2p1P/1P1K1P2/r7 w - - 8 51,"['d6h6',]"
2kr4/bpp3p1/p1q1ppp1/3r4/1Q1P2P1/1RR1P1BP/PPP2P2/2K5 b - - 11 24,"['a7d4',]"
2k1r3/pp1br3/2n4p/4Bp2/6q1/2QB4/PP4PP/R3R2K b - - 10 25,"['e7e5',]"
8/1pb2Qpk/3q3p/8/8/P7/5PB1/6K1 w - - 7 35,"['g2e4',]"
8/8/P5pp/8/4k2P/1p2p3/8/5K2 w - - 0 51,"['a6a7',]"
8/8/8/1p6/pP1P3k/P5p1/6K1/8 b - - 3 54,"['h4g4',]"
2kr3r/ppp2p2/2p1q1p1/8/2BP4/4P3/PPP3PP/R2Q1RK1 b - - 0 18,"['e6e3',]"
4r3/2p2k2/1p1pr2p/pP1R4/2P1pbPB/P3R2P/5PK1/8 w - - 5 35,"['d5f5',]"
r3r1k1/pbpp1pp1/1pn2q1p/5n2/3P4/PQ1BBN2/1P2RPPP/4R1K1 w - - 2 18,"['e3g5',]"
r7/p1p2kq1/1p2p1n1/2p2p1R/5pn1/P1Q5/6P1/3R2K1 w - - 6 31,"['d1d7',]"
3rr1k1/5pp1/3R3p/1Q2N3/5KP1/P6q/1P6/4R3 b - - 5 32,"['g7g5',]"
rn1q1bkr/ppp3pp/4b3/4p3/4np2/1QP5/PP1P2PP/RNB2RK1 w - - 2 10,"['b3e6',]"
r2qk2r/1bp1b1pp/p1p2p2/1pn3B1/3N4/8/PPP2PPP/RN1QR1K1 w kq - 0 13,"['g5f6',]"
6k1/p1p4p/2N2R2/8/1P6/r7/6PP/7K b - - 0 28,"['a3a1',]"
1Q4R1/8/8/7p/4P2P/4kn2/1r6/5K2 b - - 0 39,"['b2f2',]"
r3k2r/pppq1ppp/8/2b5/3R4/8/PPP1Q1PP/RNB3K1 b kq - 2 13,"['d7e6',]"
1r1k4/7R/3Np3/1b1pP2P/2pn4/2p5/2P1BP2/3K4 w - - 0 34,"['h7h8',]"
8/8/6p1/K5Pp/Pp5k/8/8/8 w - - 0 53,"['a5b4',]"
2r2r1k/1q5n/1P4QB/p2Rpn1p/P1p1P3/5P2/B1P4K/1R6 b - - 2 39,"['f8f6',]"
2r3k1/2r1bbpp/3p1p2/1N2pP2/1qP1P3/1P3RP1/4B2P/2RQ2K1 b - - 0 26,"['b4b5',]"
r1bqk2r/ppp1bpP1/7p/8/2pQ4/8/PPP2PPP/RNB2RK1 b kq - 0 10,"['d8d4',]"
2r3kr/3Qnp1p/1p1N1bpB/2p2p2/7q/8/PP4BP/4R2K w - - 4 25,"['d7c8',]"
8/8/8/4kp2/4R1p1/6P1/5K2/8 b - - 0 72,"['f5e4',]"
r1bNr1k1/ppp1b1pp/8/3n4/2B2p2/2N5/PPPP2PP/R1B1K2R b KQ - 0 12,"['e7h4',]"
8/p1p1Bpk1/5p2/4p3/4P1Pp/P5bK/4Q3/2r5 b - - 9 35,"['c1h1',]"
r6r/1p1nk2b/p1p2p2/7q/3PP1p1/1P4N1/P1Q2PPB/R4RK1 b - - 3 23,"['h5h2',]"
r2q3r/1p2b1k1/2n2p2/2p2PpQ/4P3/P1pP4/2P3B1/R3K1NR w KQ - 2 28,"['h5g6',]"
3r1rk1/1p2pp1p/6p1/pN1b4/P2pqPP1/1P5P/3Q3K/R4R2 w - - 0 27,"['a1e1',]"
8/8/8/1p6/pr1k1PR1/6P1/5K2/8 w - - 0 49,"['f4f5',]"
6R1/ppkn1Q2/2pb2r1/8/P4B2/3P2qP/1PP3B1/R6K b - - 2 28,"['g3g2',]"
2r1r1k1/1b3p1p/p5p1/8/Q1Bq4/P6P/1P3PP1/1R4K1 w - - 0 26,"['c4f7',]"
4r1k1/1p3p2/p3r1p1/3pq3/7R/1PB3Pb/PQ2P2P/4R1K1 b - - 1 28,"['e5e3',]"
8/p7/1p6/5p1R/6r1/2R3Pn/PP2k1K1/8 b - - 1 45,"['h3f4',]"
1k3r2/pp6/3p3p/8/5q2/2Q5/P4P2/K1R5 w - - 1 32,"['c3c7',]"
r4rk1/pp3p1p/4p1p1/3pP1B1/1q6/5Q2/P4PPP/5RK1 w - - 0 23,"['f3f6',]"
8/1K1N1p2/p3r1k1/6p1/5bP1/1P1R4/P7/8 w - - 1 49,"['d7f8',]"
r1b1k1nr/pppp2pp/2n5/8/8/2Q5/PqP1PPPP/RN2KBNR b KQkq - 0 8,"['b2c1',]"
8/8/6p1/p1kp1p2/1P2rPpP/1PPKR1P1/8/8 b - - 0 51,"['a5b4',]"
r6k/1p4rp/p1pNp3/2PnN1q1/1P1Pp1b1/4P3/3Q3P/4R2K w - - 0 29,"['d6f7',]"
1k1r3r/pp2np1p/5p2/qQb2b2/8/1BN2N2/PP3PPP/2KR3R b - - 14 19,"['a5c3',]"
3R4/2q3pp/1k1b1p2/pp6/1n1p4/1P1N2PP/2PP1PQ1/1K2R2B b - - 0 30,"['c7c2',]"
3r1bnr/ppk2ppp/8/4P3/2N5/P1R2N2/1Pn2PPP/1RB3K1 b - - 4 15,"['d8d1',]"
2r1r1k1/p4ppp/1p2p1n1/3qP3/3PR3/1PB5/P1Q2PPP/2R3K1 b - - 0 20,"['c8c3',]"
